,binance-cex,okx,bitfinex,robinhood,gemini,bybit,crypto-com,htx,kucoin,bitstamp,deribit,bitkub,gate,bitget,mexc,bitmex,swissborg,korbit,phemex,probit-global,woo-x,bake.io,bingx,coinsquare,toobit,coinw,coindcx,fastex,nbx,okcoin,bitvenus,coinstore,coin8,exmo,flipster,nonkyc,bitrue,latoken,bitmart,btse,hashkey-exchange,biconomy.com,pionex,bitunix,blofin,backpack,hotcoin,ourbit,indodax,tothemoon,hashkey-global,p2pb2b,orangex,bigone,arkham-exchange,hibt,lbank,tradeogre,bitomato,zoomex,coinex,nexo,poloniex,cex.io,bitlo,valr,bitkan,voyager,gate-us,levex,weex,bydfi,osl-exchange,byte-exchange,grovex,bitvavo,sclite,webot,niza,websea
2023-04-08,26284904272.83789,4280033509.12786,403296575.46694,,,1624957964.2121499,536509252.22797996,507793545.09902,1181858335.17114,,40028066.24179,,506512772.97748,614749058.98602,,149808528.59903002,16874756.50377,450935.23762,50026633.199549995,,7666135.61995,23582058.607189998,,0.0,,,,,20569.59084,,2324311.06798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37942415.93228,,,,,,0,,,,,,,,,,,,
2023-04-09,26072432656.54768,4284641389.91364,404640619.22352004,,,1631702192.36876,527632026.80649,502231505.82562,1180914646.7237,,39996633.68412,,503657153.85073,616543747.8396,,149742076.98786,16736340.55053,452334.76581,50023306.61834,,7662737.78998,23571173.607189998,,0.0,,,,,20549.04901,,2324305.97561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37864823.257520005,,,,,,0,,,,,,,,,,,,
2023-04-10,26127894289.19247,4272186375.53086,387136188.03572005,,,1637463281.17718,500554465.47279,505237090.51195,1159613323.36069,,40057452.9901,,481013977.50534004,617885249.60408,,149742106.9768,16448025.48148,424023.25211,50029959.78075,,7669666.80597,23592943.607189998,,0.0,,,,,25515.99194,,2324316.16261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37719189.03923,,,,,,0,,,,,,,,,,,,
2023-04-11,26147081453.179,4250133191.69386,446892042.86169,,,1634370182.41525,487949829.24306,536466302.49254,1201879900.6456602,,39642340.31842,,465094427.29076,622281497.15529,,150102241.75885,14774374.15574,425397.17227,50015914.9549,,7655018.61769,23546987.13719,,0.0,,,,,17534.59364,,2433201.28297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34324987.347660005,,,,,,0,,,,,,,,,,,,
2023-04-12,26113340061.59791,4242470300.26711,425330941.29283005,,,1653828428.07723,492536693.04512,526054153.31123996,1204774210.81722,,39431217.99811,,443138515.14637,625131045.1846501,,150305590.61041,16199394.55961,426021.46612,50022338.58321,,7661709.0119199995,23568006.07219,,0.0,,,,,17568.51438,,2433211.12164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37725051.87484,,,,,,0,,,,,,,,,,,,
2023-04-13,27380356662.92197,4308239868.9817705,412110330.73169994,,,1655586765.22464,569527909.5795,527271311.42620003,1201180318.76692,,39441310.87732,,376984156.45291996,630021977.95248,,148565779.35749,17267262.81605,428622.46251,50021280.73039,,10663610.6976,23264727.342189997,,0.0,,,,,18633.82083,,2432580.2116900003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34933774.94702,,,,,,0,,,,,,,,,,,,
2023-04-14,27938887563.346012,4346486972.92783,421853716.66141003,,,1634478591.10475,584643558.16435,519572981.55439997,1205855686.14436,,39108652.06436,,384011267.22906,633241625.57225,,147697448.66848,31147881.46185,432397.93828,50169910.00676,,10694179.481069999,23330364.10751,,0.0,,,,,8617.37888,,2439166.5367099997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34184173.273609996,,,,,,0,,,,,,,,,,,,
2023-04-15,24001478103.1378,4316317681.3395,430967086.90777,,,1579270914.03541,549250598.11329,535441110.99397,1205602648.28307,,37980279.19827,,371391577.24713004,637750519.04587,,148032904.22851,15253631.75297,429442.23527,50119933.35023,,6227227.85552,23307105.6074,,0.0,,,,,47891.20628,,2425783.31284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33455790.409610003,,,,,,0,,,,,,,,,,,,
2023-04-16,23914849975.910522,4321743095.12182,438244155.82454,,,1549610682.87166,539415144.27833,561741137.23264,1252635741.05658,,38069805.35141,,367407939.24803,639861595.23783,,147681976.98536998,15043914.86498,429109.19314,50023306.61834,,6416389.13037,23271173.607189998,,0.0,,,,,47843.35573,,2420550.92988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33855115.41862,,,,,,0,,,,,,,,,,,,
2023-04-17,23701966762.16412,4322069507.965,447809151.33542997,,,1498785131.18525,534222825.85620004,557430616.6326001,1285794474.78355,,38053915.96998,,362955225.76383996,652766327.86545,,147522646.36622,15100570.2168,436538.71748,47976031.14574,,6411343.379939999,23256510.12708,,0.0,,,,,49544.03385,,2418136.9167299997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32863309.16194,,,,,,0,,,,,,,,,,,,
2023-04-18,23862766404.1949,4350104960.214,430207975.63372,,,1574408421.11966,534713565.77893,547452861.2939401,1305389633.15063,,38226891.54697,,362067173.52826,651332693.43864,,147802438.4985,15989497.27197,440640.06517,48024633.199549995,,6418066.53966,23281758.607189998,,0.0,,,,,70754.93105,,2414094.40491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31147346.7087,,,,,,0,,,,,,,,,,,,
2023-04-19,23687718082.06621,4362841922.44497,413143620.82922,,,1509350149.4927099,529229999.88419,527191943.88208,1320159158.4674,,37796388.90142,,327213847.47197,636094384.48639,,147857507.49626,15791002.4233,440103.92103,48020059.15039,,6415678.44613,23267204.232189998,,0.0,,,,,70210.60785,,2413956.83508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31661997.5953,,,,,,0,,,,,,,,,,,,
2023-04-20,23613475467.569798,4610043148.075589,469456330.40106,,,1518998737.95684,470863567.52704996,496656705.85547,1320002642.10869,,38593628.98868,,368743867.05838,634811627.36894,,148217168.44452,15997381.76999,436585.45915999997,48018389.20662,,6414831.870180001,23261890.56219,,0.0,,,,,50792.36633,,2413929.2540599997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29642716.48282,,,,,,0,,,,,,,,,,,,
2023-04-21,23596980488.102596,4596647874.4490595,466565375.25977004,,,1512146993.6704702,566655398.3910301,500483433.10323995,1325494991.7709901,,38854449.174,,349997449.66153,629961115.23448,,148669663.1629,31407600.54225,398152.48883000005,47975508.87249,,6411138.25115,23254848.282080002,,0.0,,,,,28765.75028,,2210276.72669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28352537.98457,,,,,,0,,,,,,,,,,,,
2023-04-22,23527618174.51423,4601301851.66696,377617019.91316,,,1543927662.80403,537845906.11897,513195331.95545,1348921499.8221202,,39168764.6841,,338488978.22038,626487375.75912,,149027934.7371,30952687.616809998,398154.62442,48021230.10697,,6416313.85041,23270930.15219,,0.0,,,,,53369.45526,,2207737.45565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30610207.63982,,,,,,0,,,,,,,,,,,,
2023-04-23,23655792872.28741,4564492874.20053,377304557.17361003,,,1547758755.3936,533221758.24638003,503872652.81925,1341158880.43467,,39172257.04685,,341705302.51992,630602691.90233,,149112144.96663,31867059.536679998,397161.40128,48021306.61834,,6416353.35567,23271173.607189998,,0.0,,,,,49518.632620000004,,2206041.4820499998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29324417.81591,,,,,,0,,,,,,,,,,,,
2023-04-24,23732557870.84597,4558075570.59877,363987306.27459,,,1560778162.85709,525716800.63944,523320014.46063,1327134505.47938,,38892859.21769,,334208998.89035,627735619.00342,,149246461.64815998,31569609.1418,407162.82512,48051462.779360004,,6413527.985400001,23237728.2623,,0.0,,,,,49219.57328,,2208218.03291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28253028.466310002,,,,,,0,,,,,,,,,,,,
2023-04-25,23711293266.39478,4455754259.66119,347665474.14383,,,1557622568.96943,536677137.31438,512629278.51477,1303813897.9470701,,38642511.38754,,341913110.57692,627000504.73671,,149062281.17661,31257531.96627,416508.30039,48018392.533199996,,6414815.1996100005,23111751.147189997,,0.0,,,,,49391.62394,,1885506.80694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29249925.857479997,,,,,,0,,,,,,,,,,,,
2023-04-26,23659987131.677498,4461405617.81475,345820913.78081,,,1589030237.2576,554939383.50516,508236642.82775,1300790562.43759,,38873902.46107,,331989784.84991,613386256.78988,,149321335.61126,31557652.29541,394456.10751,46517587.788679995,,6103004.25837,23113963.412189998,,0.0,,,,,15048.71699,,1883847.2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28977769.24168,,,,,,0,,,,,,,,,,,,
2023-04-27,23294980160.40421,4453141027.88276,346359474.9953,,,1598924843.8550398,534112114.78137004,542728278.5217199,1297829991.76159,,39273314.95009,,339732233.19961,617036425.33609,,148833030.45312,30355400.132159997,392178.84498,46434477.51248,,5095574.399879999,22081055.00098,,0.0,,,,,14132.91407,,2260654.3991199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27354534.44362,,,,,,0,,,,,,,,,,,,
2023-04-28,23067760739.45103,4489042510.66617,343746675.23405004,,,1544701689.67648,505247109.30184996,532235612.18929,1303710257.6323102,,39318368.58757,,326946476.51774997,604825412.32688,,149030869.59263,30263964.34929,382710.47105,46470201.1918,,5097412.63364,22085300.59988,,0.0,,,,,18888.506299999997,,2222630.96654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29966289.581010003,,,,,,0,,,,,,,,,,,,
2023-04-29,22669530581.192898,4521823915.72968,366949042.86667997,,,1543717535.03902,570274184.99558,519172647.48231,1297794264.54266,,39532947.98605,,321287824.64243,598946209.00254,,148563928.41839,29831126.27894,377285.7253,36471403.87128,,5097085.651620001,22065019.47248,,0.0,,,,,12892.06322,,2222742.54252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29556216.80074,,,,,,0,,,,,,,,,,,,
2023-04-30,22882518194.68309,4524643848.29763,316873335.09987,,,1540989832.56966,566584813.1037,516342889.70233005,1309324202.5441499,,38944602.52577,,334271408.19961,605947542.34955,,148711273.15431997,29787778.2575,381712.72986,36509367.50962,,5077929.4897799995,22091596.03039,,0.0,,,,,8308.52188,,2224967.56502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000916.29225,,,,,,0,,,,,,,,,,,,
2023-05-01,22823339358.99585,4457993427.98524,303263073.22915,,,1550596245.34951,558646369.45354,507637002.86415,1299352798.47237,,38844080.21336,,379534630.80916,604007108.1897,,148672955.60691002,29360700.9578,377005.81663,36507720.85192,,5077092.82343,22086617.61739,,0.0,,,,,8304.412190000001,,2224965.0431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27050052.84448,,,,,,0,,,,,,,,,,,,
2023-05-02,22750504689.179268,4435280169.17959,265924430.24168,,,1515461091.07476,537299368.15461,502440361.13997,1286654043.0568,,39003561.35685,,351580262.75523996,603933723.42024,,148674794.4777,29117229.01482,382077.53406,36509806.61834,,5078153.81,22092923.607189998,,0.0,,,,,8309.6178,,2224779.65034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30929391.062480003,,,,,,0,,,,,,,,,,,,
2023-05-03,22734734424.30567,4472049214.82559,282071409.18795,,,1512000904.76979,505816040.34937,502071397.08394,1264698907.24719,,35873793.10839,,347969723.3656,603638054.0447301,,149462313.81017,28127938.175169997,354994.9144,36505132.771740004,,12082811.73973,22078769.5245,,0.0,,,,,4192.5990600000005,,2224772.4956900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28773724.03689,,,,,,0,,,,,,,,,,,,
2023-05-04,22242189100.710022,4540379204.06124,317261466.74467003,,,1532428747.7640598,558139961.97413,500291571.76071,1286632666.55544,,36548771.69488,,334612092.14562,608760810.77809,,149520438.01638,27417876.59971,355799.70457,36513133.19955,,11988748.71723,22102980.9,,0.0,,,,,15145.79643,,2144704.74281,,,,,,,1381385.60181,,,,,,,,,,,,,,,,,,,,,,,,28516085.35039,,,,,,0,,,,,,,,,,,,
2023-05-05,22089940483.42011,4551322015.53652,231425262.87757,,,1516970016.77337,534370744.87192,500497786.52077997,1266282641.56455,,35050662.54544,,353043100.3915,603538800.87084,,149373518.8689,27670534.997619998,338131.74455,36469860.77756,,7446349.78414,21078539.671,,0.0,,,,,11338.63428,,2127498.46912,,,,,,,1377512.95349,,,,,,,,,,,,,,,,,,,,,,,,28759890.68372,,,,,,0,,,,,,,,,,,,
2023-05-06,22213216137.477478,4623907295.80772,201370705.70225,,,1487715728.10285,488022882.02096,525326324.21723,1249702746.5554001,,35360325.65084,,318072447.78634,602784838.58376,,149969255.43653,26913951.54866,316576.78482,36516459.78075,,6924429.31108,20811248.0,,0.0,,,,,15879.50419,,1928845.66199,,,,,,,1380342.43808,,,,,,,,,,,,,,,,,,,,,,,,31750788.429139998,,,,,,0,,,,,,,,,,,,
2023-05-07,22289957628.714973,4669613292.95217,194560551.86695,,,1465425363.31142,486741722.60464,501373832.0039,1243178531.86972,,36525150.50882,,315720517.74114,606401845.2347,,149785308.88628,25805318.165189996,314700.45428,36516459.78075,,6111111.81155,20811248.0,,0.0,,,,,15879.50419,,1928338.6408,,,,,,,1325545.36522,,,,,,,,,,,,,,,,,,,,,,,,30124265.86376,,,,,,0,,,,,,,,,,,,
2023-05-08,22553822770.852142,4689891870.86522,199622556.53894,,,1451636773.14758,482625305.23221,503399961.17413,1211714164.79314,,36392873.24708,,313213396.47315997,603719045.1870099,,149832254.28081,25276506.72435,322148.74663999997,36507521.25705,,6106599.247459999,20785541.2023,,0.0,,,,,15836.94047,,1928214.84539,,,,,,,1302962.9936499998,,,,,,,,,,,,,,,,,,,,,,,,30027851.4014,,,,,,0,,,,,,,,,,,,
2023-05-09,21957583297.22548,4710610577.99935,236568966.64929,,,1451523362.8894398,490864415.74916,503997143.56426,1190637300.15671,,36072948.29521,,320213504.88345,604480460.31971,,149849147.305,22188633.654,319944.86569,36507225.19132,,7107414.82368,20784689.730400003,,0.0,,,,,43112.17358,,1928214.3902099999,,,,,,,1277259.4220200002,,,,,,,,,,,,,,,,,,,,,,,,28278985.06746,,,,,,0,,,,,,,,,,,,
2023-05-10,22142953579.3333,4681644998.02501,191312431.31395,,,1437177253.88605,461782806.85837996,500606629.05958,1191189718.67293,,36395414.60951,,318023862.25694,607676557.16005,,149953743.42533,26433074.86839,325735.52646,36509806.61834,,6077055.030780001,20792113.8,,0.0,,,,,37118.22901,,1925393.0595200001,,,,,,,1360880.31561,,,,,,,,,,,,,,,,,,,,,,,,27347405.78431,,,,,,0,,,,,,,,,,,,
2023-05-11,22013257827.86086,4714491127.22896,191133311.32696998,,,1463215040.50478,451004744.42277,498323448.56808,1198953235.7444,,36705700.72086,,318811188.53389,612252366.03461,,150062151.52344,25813090.52385,325470.81591,36533256.38288,,6072377.33246,20775429.9364,,0.0,,,,,73902.12849,,2534332.8082100004,,,,,,,1290262.4460399998,,,,,,,,,,,,,,,,,,,,,,,,26691854.171,,,,,,0,,,,,,,,,,,,
2023-05-12,22109840765.12895,4706139565.6256695,161327322.90346,,,1467969633.50961,419909697.42925,497434689.91885996,1185429108.86627,,37495900.39075,,302677929.96343,617840922.87584,,149807584.88286,25574713.98442,325555.5856,36513133.19955,,5884319.95361,20801680.9,,0.0,,,,,52794.21328,,2528242.7174299997,,,,,,,1311154.19707,,,,,,,,,,,,,,,,,,,,,,,,25377589.30219,,,,,,0,,,,,,,,,,,,
2023-05-13,21953927790.95657,4726738178.09838,157424432.37708,,,1481582306.28445,398092630.58284,526788117.63105005,1209452931.48971,,37608434.94121,,340635977.92269,625521796.34254,,149786682.04968,26026403.074359998,304068.58242,36546283.27489,,11056428.5799,20812894.7,,0.0,,,,,52277.41261,,2529280.4998,,,,,,,1599202.74433,,,,,,,,,,,,,,,,,,,,,,,,47128825.33864,,,,,,0,,,,,,,,,,,,
2023-05-14,21965470892.30539,4729365707.5415,152251452.57629,,,1492686659.24301,384500010.92399,526706190.42183,1179661171.2032602,,37159740.13465,,362180676.25751,625989516.20533,,149579897.99743,25501888.70487,308692.67812,36513133.19955,,11047083.020949999,20801680.9,,0.0,,,,,52210.872390000004,,2526761.35792,,,,,,,1568400.55042,,,,,,,,,,,,,,,,,,,,,,,,47649221.479210004,,,,,,0,,,,,,,,,,,,
2023-05-15,21864739645.589832,4749634277.55254,159030711.46642,,,1494056914.0522401,383881643.59020996,525995866.94196004,1182815883.46525,,37209554.7762,,350008685.53391,621217637.57897,,149423285.31141,24910176.61294,308224.25584,36476350.49754,,10855925.521979999,20780019.8268,,0.0,,,,,57090.05171,,2524236.65154,,,,,,,1521390.52398,,,,,,,,,,,,,,,,,,,,,,,,48880941.91191,,,,,,0,,,,,,,,,,,,
2023-05-16,21723591990.22323,4737128267.93408,152838005.5982,,,1490185076.94015,370919904.76629996,531045915.11674994,1174769658.90072,,37658517.31209,,348683251.79362,618681011.49332,,149554163.34177002,25265798.89386,316865.4963,36476656.543010004,,9758094.18647,19280900.0,,0.0,,,,,54556.91381,,2516470.4602599996,,,,,,,1480239.28743,,,,,,,,,,,,,,,,,,,,,,,,36645617.97771,,,,,,0,,,,,,,,,,,,
2023-05-17,21674747008.569267,4709294660.79523,150322536.89888,,,1456428677.81108,432853721.89827,523104018.39382,1175148743.3657198,,37352222.04141,,336009768.59222,624668249.92556,,149565981.66414,24536709.705679998,316863.85784,36463495.9631,,9575508.02365,19277043.6214,,0.0,,,,,49221.580949999996,,2512977.46778,,,,,,,1452920.81885,,,,,,,,,,,,,,,,,,,,,,,,33548557.90724,,,,,,0,,,,,,,,,,,,
2023-05-18,21531046595.34301,4695245415.550719,158255707.21665,,,1455064848.95821,467397962.74623,504506679.45536,1181683818.03895,,37838925.88729,,313626283.76058,623005146.85979,,149563355.51557,24007236.89823,316660.44343,36465739.28897,,9575249.5873,19269624.183,,0.0,,,,,49175.32061,,2511229.63474,,,,,,,1400185.2425499998,,,,,,,,,,,,,,,,,,,,,,,,31376021.57526,,,,,,0,,,,,,,,,,,,
2023-05-19,21889209923.555492,4709434476.82736,161023307.79453,,,1443640197.65785,472246310.78879005,484909009.88276,1168021317.53021,,38538831.84356,,298482679.68867,624143184.6177499,,149446171.7273,25408234.85997,319406.20657000004,36476656.543010004,,9578682.28262,19280900.0,,0.0,,,,,28026.12381,,2486057.82701,,,,,,,1349813.4653699999,,,,,,,,,,,,,,,,,,,,,,,,30933792.23026,,,,,,0,,,,,,,,,,,,
2023-05-20,22805193668.739353,4701686049.48545,154524954.66605002,,,1447161138.56149,470910258.16967,502008548.59475,1174438474.33744,,39204103.11682,,314649962.47391003,628864981.31996,,148472005.6176,24946484.264059998,319501.09414,36476530.13292,,9578584.28787,19280536.4502,,0.0,,,,,23245.920710000002,,2476710.77608,,,,,,,1346545.97832,,,,,,,,,,,,,,,,,,,,,,,,33747853.15391,,,,,,0,,,,,,,,,,,,
2023-05-21,22906645236.10493,4727934092.20251,150436164.5056,,,1448078773.78524,447644970.08595,506099177.49223,1176358943.1240401,,39236730.34216,,332272887.20783,630942125.56505,,148921370.42309,24987074.3907,325573.98486,36579433.35023,,9604107.70773,19319608.5,,0.0,,,,,52399.47533,,2480118.91447,,,,,,,1342591.48052,,,,,,,,,,,,,,,,,,,,,,,,31788792.3961,,,,,,0,,,,,,,,,,,,
2023-05-22,22847851483.91118,4708734788.39262,182091515.47194,,,1447548430.1521,466837196.59057003,496199254.41795,1172300312.07642,,39388218.0908,,328312320.82957,629556509.95348,,148655087.30316,24910100.62114,308351.65693,36516459.78075,,9007943.19525,19309748.0,,0.0,,,,,52451.80084,,2475188.77189,,,,,,,1355287.6195,,,,,,,,,,,,,,,,,,,,,,,,32213387.44815,,,,,,0,,,,,,,,,,,,
2023-05-23,22663360952.84604,4672022969.53098,191310594.58416,,,1432271802.75079,435729643.60265,504374214.46258,1170656590.00807,,39102620.79346,,325943052.55816,630110800.3366901,,148500923.12705,24901328.19071,341190.90011,36503888.63037,,7392658.586,19273593.9291,,0.0,,,,,47694.1348,,2440134.52607,,,,,,,1339066.38426,,,,,,,,,,,,,,,,,,,,,,,,30890287.90885,,,,,,0,,,,,,,,,,,,
2023-05-24,22536278167.663486,4682035142.049,156397058.68824,,,1424861651.76171,458473053.2245,496858020.82535,1162622063.16645,,39825208.87466,,328091429.31868,628477084.06016,,148762376.88722998,25038785.22411,341519.68104,36542733.81274,,6001876.53805,19299686.6043,,0.0,,,,,42769.16218,,2419791.3842700003,,,,,,,1341174.9292199998,,,,,,,,,,,,,,,,,,,,,,,,31433301.11886,,,,,,0,,,,,,,,,,,,
2023-05-25,22471529400.57857,4672864182.06294,278880242.49081004,,,1438357075.66744,438648980.42231,479447578.29359,1162507251.95189,,40341274.27003,,341546921.98022,628284773.59656,,148814259.8608,26069729.68658,322955.97773,36471452.410950005,,5990952.56221,19267388.7609,,0.0,,,,,42712.35598,,1634817.15976,,,,,,,1359703.03119,,,,,,,,,,,,,,,,,,,,,,,,31591692.90409,,,,,,0,,,,,,,,,,,,
2023-05-26,22205407655.33085,4705382644.19104,224230007.13860002,,,1411869101.76021,471673031.51251,507398236.62627,1163759976.87715,,41148388.37141,,336030583.15119,629978216.60711,,148618233.40875998,26924660.58296,322944.86846,36465297.37618,,5991280.64831,19273661.9709,,0.0,,,,,46467.15734,,1634365.6141199998,,,,,,,1334372.11843,,,,,,,,,,,,,,,,,,,,,,,,29587976.82659,,,,,,0,,,,,,,,,,,,
2023-05-27,22420813879.51204,4718689376.72148,270161135.70284,,,1420615400.94142,457384218.28948,518455353.1602,1161177013.73249,,41372389.78851,,337574586.47625,624684696.64611,,148733474.79437,27111479.35184,323232.83411,36476543.43925,,5993254.46541,18780591.718599997,,0.0,,,,,45506.76134999999,,1634776.80461,,,,,,,1330980.3649600002,,,,,,,,,,,,,,,,,,,,,,,,28591431.53033,,,,,,0,,,,,,,,,,,,
2023-05-28,22364503640.977318,4682506114.050691,264313089.01343998,,,1412443965.94491,466219449.63352,514604268.76584995,1160647919.60787,,41550565.80059,,342934171.36701,623593497.85976,,148415848.63621,26852660.6299,322869.91307,36432900.01451,,5991190.637399999,18792355.2302,,0.0,,,,,45644.80002,,1632150.53707,,,,,,,1442456.8189100001,,,,,,,,,,,,,,,,,,,,,,,,28853422.56759,,,,,,0,,,,,,,,,,,,
2023-05-29,22187864718.18107,4696859050.09081,265025964.65847,,,1439005974.76432,465617807.35447997,521426029.84465,1170837610.9254599,,41819953.72015,,343972243.64821,624723510.8719001,,148595531.6787,25883681.17811,322084.47042,36464641.17336,,5454467.86345,18776132.978,,0.0,,,,,45501.29871,,1634210.6913,,,,,,,1481685.08675,,,,,,,,,,,,,,,,,,,,,,,,29535428.02699,,,,,,0,,,,,,,,,,,,
2023-05-30,22269495328.70756,4649998789.34251,262433237.13540003,,,1419831984.90873,533783734.73632,522018450.51377004,1167722304.23191,,41803269.92658,,348897551.35968,620321934.80159,,148321404.69751,25671476.58072,321761.90192000003,36443925.29608,,5322363.25816,18244547.1461,,0.0,,,,,44478.81315,,1633146.58475,,,,,,,1457384.48647,,,,,,,,,,,,,,,,,,,,,,,,33616636.87043,,,,,,0,,,,,,,,,,,,
2023-05-31,22306828490.021,4642634739.51561,305081823.04011,,,1411661184.58311,520682305.28385,526128569.90554,1161507201.68451,,41662415.2625,,350018340.87759,625861293.13854,,148320817.02207,25773591.25593,320846.53623,52956211.51387,,4790282.764239999,17632268.0268,,0.0,,,,,37897.426,,1632130.7263600002,,,,,,,1422487.39612,,,,,,,,,,,,,,,,,,,,,,,,31730324.13613,,,,,,0,,,,,,,,,,,,
2023-06-01,22193475892.205467,4699306096.064079,310531438.18109,,,1397717437.63713,499395535.62721,522416239.14243,1156415445.74406,,41124897.14937,,231383919.6699,628163589.90607,,148303857.51729,25410724.544630002,312097.92442,53058141.3823,,4796508.33739,17641619.5169,,0.0,,,,,35648.23779,,1636456.1437000001,,,,,,,1404394.4775099999,,,,,,,,,,,,,,,,,,,,,,,,32412805.66275,,,,,,0,,,,,,,,,,,,
2023-06-02,22134673065.40903,4717484162.023419,304743205.46774,,,1451251407.42589,483684485.03719,524452960.88479,1133034496.51014,,41213084.66704,,216062118.52943,630801087.09116,,149160386.35844,25208962.78704,311693.90488,52986156.0818,,4792755.31357,17638982.744599998,,0.0,,,,,35721.696469999995,,1597759.68494,,,,,,,1366632.80369,,,,,,,,,,,,,,,,,,,,,,,,31828292.553570002,,,,,,0,,,,,,,,,,,,
2023-06-03,22150924056.74075,4685781881.49014,182039761.7901,,,1436164303.65843,469373127.35986,526582432.53785,1142940454.3772,,39654150.049,,201276910.3694,628833051.17452,,148404575.37806,25160998.87417,315862.90591000003,53024934.365899995,,4405210.83773,17642976.459,,0.0,,,,,37645.26406,,1537135.6506400001,,,,,,,1346324.711,,,,,,,,,,,,,,,,,,,,,,,,30614599.93051,,,,,,0,,,,,,,,,,,,
2023-06-04,21990156959.59666,4670063283.387899,180188790.81184998,,,1431890476.12217,466572511.39334,523363951.92176,1146698829.3805099,,40534511.58608,,214103859.92888,625777083.25725,,148384981.49604002,25167232.96184,355015.11393,52530578.13358,,4283720.20292,17648327.1155,,0.0,,,,,37670.313650000004,,1537139.03735,,,,,,,1327826.29704,,,,,,,,,,,,,,,,,,,,,,,,30183330.42348,,,,,,0,,,,,,,,,,,,
2023-06-05,21947787415.25198,4623012135.18897,180389420.9752,,,1440339975.73831,465978509.48622,530635961.01962,1143128164.73444,,39650877.8508,,226931376.72441003,623680145.62349,,148366056.34763002,24817787.43733,354840.29094,52539598.267419994,,3490183.0441,17657539.9,,0.0,,,,,37713.44416,,1519627.3747,,,,,,,1320628.68572,,,,,,,,,,,,,,,,,,,,,,,,31258138.46167,,,,,,0,,,,,,,,,,,,
2023-06-06,21345696648.4279,4801446912.15438,186547513.52586,,,1457378893.19242,546825285.60664,524368021.74699,1134130479.7983,,39483416.82076,,233358034.69436,626050164.97277,,148237126.44835,24675364.282560002,313421.04396,52539598.267419994,,3319082.48416,17657539.9,,0.0,,,,,4097.91341,,1501065.4298100001,,,,,,,1272448.31319,,,,,,,,,,,,,,,,,,,,,,,,30399949.49478,,,,,,0,,,,,,,,,,,,
2023-06-07,20918137466.76023,4875368041.18139,189731258.34184,,,1479705999.38452,518464598.66639,528952284.89532,1157400493.4600801,,37704320.6394,,237620825.03769,629363076.23123,549746545.36045,149050197.09055,24780362.5234,326684.54907999997,80663261.84172,,3319097.36643,17657539.9,,0.0,,,,,93250.74204,,1499294.35751,,,,,,,1281104.8017300002,,,,,,,,,,,,,,,,,,,,,,,,26336162.43896,,,,,,0,,,,,,,,,,,,
2023-06-08,20488964482.48491,4942335425.0566,193559324.56019,,,1503731433.90517,511088883.99065006,528929597.83932,1141294361.54763,,38616928.40828,,242385526.57428998,631306647.0860701,551205690.50728,147808565.46346998,24560351.971830003,331477.7334,70582537.36132,,3315845.74065,17639755.170199998,,0.0,,,,,82828.03646,,1497796.47637,,,,,,,1271816.62011,,,,,,,,,,,,,,,,,,,,,,,,26221032.82097,,,,,,0,,,,,,,,,,,,
2023-06-09,20345293951.56504,5032105348.75955,189092359.22685,,,1521627220.3905602,493141323.30917,524635936.54246,1143510136.1983001,,38078087.61088,,306715829.72424,629519516.50994,552498590.25304,147839378.45486,23797348.55432,337040.44535,71282679.16255,,3315871.92828,17639900.0,,0.0,,,,,103313.67339,,1415005.23343,,,,,,,1362279.67468,,,,,,,,,,,,,,,,,,,,,,,,25440496.94668,,,,,,0,,,,,,,,,,,,
